cte_max_before,cte_max_after,steering_l2_before,steering_l2_after,time,mutation type,mutation method,episode
0.9051,0.8629,0.12276225714954811,0.1348372063576001,03-31-16-30,XAI_IG,attention_same,7
0.7727,1.0083,0.0851037398565081,0.15451846587405527,03-31-16-30,XAI_IG,attention_same,8
0.5457,0.3562,0.08142516689304653,0.021264314029661155,03-31-16-30,XAI_IG,attention_same,9
1.878,2.5494,0.3990170377437679,1.0,03-31-16-30,XAI_IG,attention_same,10
0.4906,0.5903,0.028099279375896177,0.03176760465413366,03-31-16-43,XAI_IG,attention_opposite,0
1.0821,0.9406,0.16543680989963144,0.22251604812006096,03-31-16-43,XAI_IG,attention_opposite,1
1.1861,0.8904,0.17187147767582658,0.08214306003116904,03-31-16-43,XAI_IG,attention_opposite,2
0.9068,1.1083,0.08497659279907592,0.11992911616496393,03-31-16-43,XAI_IG,attention_opposite,3
1.1738,1.5592,0.26035879519169586,0.3517954560642344,03-31-16-43,XAI_IG,attention_opposite,4
0.8611,1.1019,0.10156119114351335,0.10241033749984602,03-31-16-43,XAI_IG,attention_opposite,5
0.9441,0.7849,0.10316839715607216,0.050110796645093235,03-31-16-43,XAI_IG,attention_opposite,6
1.0702,0.9666,0.13734820754308882,0.09872431257009522,03-31-16-43,XAI_IG,attention_opposite,7
0.9726,1.3622,0.15870649066730397,0.23273410859024818,03-31-16-43,XAI_IG,attention_opposite,8
1.5454,2.6058,0.3303925871932377,1.0,03-31-16-43,XAI_IG,attention_opposite,9
1.7167,1.2318,0.22719786344232776,0.13357343127830187,03-31-16-56,XAI_IG,random,0
1.1204,1.0857,0.18669897715224365,0.24231583098765444,03-31-16-56,XAI_IG,random,1
1.3515,0.8985,0.2804865137636437,0.11891121675101601,03-31-16-56,XAI_IG,random,2
1.242,0.9828,0.13652071977833496,0.0896313109138072,03-31-16-56,XAI_IG,random,3
0.8354,1.0666,0.0661561017367108,0.09222349041786837,03-31-16-56,XAI_IG,random,4
1.0603,1.3324,0.13488113022510906,0.1995507576356533,03-31-16-56,XAI_IG,random,5
1.2173,0.9772,0.16125774207330124,0.10021498110832983,03-31-16-56,XAI_IG,random,6
0.9772,0.9012,0.10021498110832983,0.10632656121277416,03-31-16-56,XAI_IG,random,7
0.4051,0.3943,0.02480321621444198,0.027819613029196628,03-31-16-56,XAI_IG,random,8
1.1602,1.0646,0.16267079609812554,0.1978025211088411,03-31-16-56,XAI_IG,random,9
1.0091,0.5252,0.13938654451977867,0.03862518089035559,03-31-16-56,XAI_IG,random,10
0.4552,0.6069,0.032560533713707096,0.035650191112288954,03-31-16-56,XAI_IG,random,11
1.0249,1.1725,0.1673001560567607,0.24648496384762325,03-31-16-56,XAI_IG,random,12
0.9325,0.895,0.10535279991598281,0.06773339231843474,03-31-16-56,XAI_IG,random,13
0.4019,nan,0.012556638099801247,nan,03-31-16-56,XAI_IG,random,14
1.768,1.2493,0.2623027999617316,0.12025570974715237,03-31-17-13,XAI_IG,attention_same,0
1.2335,1.2766,0.17070953617483112,0.16945249613202956,03-31-17-13,XAI_IG,attention_same,1
1.1253,1.1005,0.17781953673065562,0.23032394231839795,03-31-17-13,XAI_IG,attention_same,2
1.1005,nan,0.23032394231839795,nan,03-31-17-13,XAI_IG,attention_same,3
1.1332,nan,0.10983599488329159,nan,03-31-17-19,XAI_IG,attention_opposite,0
0.6263,0.7083,0.04391055413591442,0.05345996375557248,03-31-17-21,XAI_IG,random,0
0.6164,0.6884,0.04363632736169581,0.051155981220237255,03-31-17-24,XAI_IG,attention_same,0
1.1378,nan,0.12397295123411144,nan,03-31-17-27,XAI_IG,random,0
1.3273,1.2739,0.19523649582893532,0.11940893638274787,03-31-17-29,XAI_IG,attention_same,0
1.2352,1.0604,0.135112884040128,0.1692791663643553,03-31-17-29,XAI_IG,attention_same,1
0.9977,1.0566,0.08788819694839023,0.10559958551720831,03-31-17-29,XAI_IG,attention_same,2
0.5416,0.4729,0.07724457985097095,0.054203319924875745,03-31-17-29,XAI_IG,attention_same,3
1.0573,0.8968,0.16687362256457586,0.15863525521388003,03-31-17-29,XAI_IG,attention_same,4
1.3326,0.971,0.16446643190912585,0.07788581913595313,03-31-17-29,XAI_IG,attention_same,5
2.2223,1.6345,0.2702994758217481,0.24236651429182005,03-31-17-29,XAI_IG,attention_same,6
0.3148,0.2621,0.016715550732414753,0.009490566475613717,03-31-17-29,XAI_IG,attention_same,7
0.4833,0.5626,0.025374556006575198,0.03600201434511851,03-31-17-29,XAI_IG,attention_same,8
0.3852,0.543,0.035500225308939606,0.0684485869975221,03-31-17-29,XAI_IG,attention_same,9
1.008,0.4585,0.10575028028423805,0.0454816520929869,03-31-17-29,XAI_IG,attention_same,10
0.4143,0.2705,0.03414816483468568,0.010732393348473057,03-31-17-29,XAI_IG,attention_same,11
0.7427,0.7773,0.066234801511443,0.11215192053435319,03-31-17-29,XAI_IG,attention_same,12
0.3997,0.2784,0.047758066700922,0.023282142919041564,03-31-17-29,XAI_IG,attention_same,13
0.3556,0.3143,0.01351130663126018,0.016402932261132333,03-31-17-29,XAI_IG,attention_same,14
1.262,0.9071,0.17551389943200937,0.10264896975485427,03-31-17-29,XAI_IG,attention_same,15
0.531,0.8544,0.08392420486549045,0.12875053788575258,03-31-17-29,XAI_IG,attention_same,16
0.9309,0.5392,0.08809926488585315,0.04854087217248344,03-31-17-29,XAI_IG,attention_same,17
0.3493,0.3364,0.015380162362367687,0.02412751278696342,03-31-17-29,XAI_IG,attention_same,18
0.7014,0.4589,0.08634151636794483,0.04998090950796128,03-31-17-29,XAI_IG,attention_same,19
0.3649,0.3702,0.02425679236967397,0.03823715039909453,03-31-17-29,XAI_IG,attention_same,20
0.8016,0.5696,0.12455782372406783,0.0899615592620974,03-31-17-29,XAI_IG,attention_same,21
0.3071,0.2948,0.00993583740070107,0.01445827735680619,03-31-17-29,XAI_IG,attention_same,22
0.7036,0.9283,0.10588770011666057,0.18568993457420035,03-31-17-29,XAI_IG,attention_same,23
0.404,0.7144,0.03175647213379307,0.06304617706364947,03-31-17-29,XAI_IG,attention_same,24
0.9489,1.4528,0.12812717733689166,0.26814719352875327,03-31-17-29,XAI_IG,attention_same,25
1.005,0.7304,0.15570058808316486,0.10463386565234616,03-31-17-29,XAI_IG,attention_same,26
0.7304,0.6428,0.10463386565234616,0.06844132783625875,03-31-17-29,XAI_IG,attention_same,27
0.4706,0.5229,0.05214201431235432,0.050995608563637496,03-31-17-29,XAI_IG,attention_same,28
0.9699,0.892,0.08395567630587782,0.07286027398983022,03-31-17-29,XAI_IG,attention_same,29
1.0802,0.8218,0.11236075903831051,0.07684212504048014,03-31-17-29,XAI_IG,attention_same,30
0.7726,0.2907,0.09352943014375002,0.03060753923556505,03-31-17-29,XAI_IG,attention_same,31
0.3074,0.2888,0.008413001150925822,0.007302188144775933,03-31-17-29,XAI_IG,attention_same,32
0.2888,0.3206,0.007302188144775933,0.01092263703380197,03-31-17-29,XAI_IG,attention_same,33
0.3,nan,0.03269089942992597,nan,03-31-17-29,XAI_IG,attention_same,34
1.3253,1.2134,0.17667948002433823,0.10610059785054186,03-31-18-09,XAI_IG,attention_opposite,0
1.1771,1.0537,0.13225264061009362,0.14914315626951238,03-31-18-09,XAI_IG,attention_opposite,1
1.2232,1.186,0.16807456379391986,0.15826535256524898,03-31-18-09,XAI_IG,attention_opposite,2
0.4672,0.4815,0.06370159407195446,0.0581255271804101,03-31-18-09,XAI_IG,attention_opposite,3
0.8538,0.9149,0.1457757270866675,0.15973679596186394,03-31-18-09,XAI_IG,attention_opposite,4
1.0036,0.6782,0.09242939888537383,0.04185083778092171,03-31-18-09,XAI_IG,attention_opposite,5
1.1731,0.8554,0.1694790647051802,0.07854701843256101,03-31-18-09,XAI_IG,attention_opposite,6
0.3032,0.2631,0.015144203124625583,0.00915286314806622,03-31-18-09,XAI_IG,attention_opposite,7
0.3796,0.4513,0.04134639771838,0.03775272434509614,03-31-18-09,XAI_IG,attention_opposite,8
0.4625,0.5299,0.021448821450664627,0.0262673000819247,03-31-18-09,XAI_IG,attention_opposite,9
0.9883,0.4772,0.09903027077865066,0.04594379613764862,03-31-18-09,XAI_IG,attention_opposite,10
0.6112,0.6842,0.08915697988252452,0.083332716999337,03-31-18-09,XAI_IG,attention_opposite,11
0.6842,0.5886,0.083332716999337,0.06370865057436631,03-31-18-09,XAI_IG,attention_opposite,12
0.5886,0.5851,0.06370865057436631,0.058593337546951035,03-31-18-09,XAI_IG,attention_opposite,13
1.1308,1.1399,0.08584606994296055,0.0949566989500344,03-31-18-09,XAI_IG,attention_opposite,14
0.2714,0.2773,0.01734190169932534,0.010257237108367337,03-31-18-09,XAI_IG,attention_opposite,15
0.3287,0.3902,0.011060349457263786,0.02191344967467163,03-31-18-09,XAI_IG,attention_opposite,16
0.4433,0.4996,0.042990974791830734,0.031366183450660626,03-31-18-09,XAI_IG,attention_opposite,17
1.2847,1.1283,0.13999627445364096,0.10644853717877051,03-31-18-09,XAI_IG,attention_opposite,18
0.3421,0.3627,0.01592557174520816,0.019598648333089233,03-31-18-09,XAI_IG,attention_opposite,19
1.1747,0.9665,0.12587708367755615,0.10666867811168881,03-31-18-09,XAI_IG,attention_opposite,20
0.9665,0.7477,0.10666867811168881,0.06212998112922831,03-31-18-09,XAI_IG,attention_opposite,21
0.4876,0.5843,0.022369321725974528,0.024542471829022704,03-31-18-09,XAI_IG,attention_opposite,22
0.8915,0.4089,0.06045590297921267,0.01877554062788809,03-31-18-09,XAI_IG,attention_opposite,23
0.5671,0.4485,0.059743583127847465,0.033135404949962415,03-31-18-09,XAI_IG,attention_opposite,24
0.2958,0.538,0.01697840472620312,0.04143143474927094,03-31-18-09,XAI_IG,attention_opposite,25
0.8305,0.9175,0.030335630956315845,0.05060856881487976,03-31-18-09,XAI_IG,attention_opposite,26
0.9175,1.0162,0.05060856881487976,0.05747995240558504,03-31-18-09,XAI_IG,attention_opposite,27
0.7525,0.3932,0.09234496920349464,0.02833833153397371,03-31-18-09,XAI_IG,attention_opposite,28
0.4956,0.5856,0.03840144821174619,0.0443784376178914,03-31-18-09,XAI_IG,attention_opposite,29
0.5856,0.6003,0.0443784376178914,0.04485752276031905,03-31-18-09,XAI_IG,attention_opposite,30
1.7698,1.4401,0.21972255030409615,0.15682187717837898,03-31-18-09,XAI_IG,attention_opposite,31
1.3018,1.2803,0.10129422076233005,0.0849083201893564,03-31-18-09,XAI_IG,attention_opposite,32
1.2803,1.3177,0.0849083201893564,0.09064207482211022,03-31-18-09,XAI_IG,attention_opposite,33
1.4906,1.2482,0.21248886057329683,0.122952123689936,03-31-18-09,XAI_IG,attention_opposite,34
1.2482,1.0781,0.122952123689936,0.11626542001359255,03-31-18-09,XAI_IG,attention_opposite,35
0.3623,0.6108,0.033594858452111714,0.028338180339822723,03-31-18-09,XAI_IG,attention_opposite,36
0.9405,0.442,0.11617340766277227,0.04232392404945655,03-31-18-09,XAI_IG,attention_opposite,37
0.3505,0.373,0.0226841937121829,0.03143818859838401,03-31-18-09,XAI_IG,attention_opposite,38
1.1768,1.058,0.20424777498517097,0.15236574764334673,03-31-18-54,XAI_IG,random,0
1.3207,1.9996,0.19835297602650476,0.3663439088322873,03-31-18-54,XAI_IG,random,1
1.2086,0.8972,0.2308866666340816,0.17785229228267513,03-31-18-54,XAI_IG,random,2
1.2064,1.615,0.23775974785853604,0.2963695697333375,03-31-18-54,XAI_IG,random,3
1.2798,1.6217,0.23190334860126383,0.36678672109088595,03-31-18-54,XAI_IG,random,4
0.4478,0.719,0.03451516379008668,0.1262206918438132,03-31-18-54,XAI_IG,random,5
1.3413,1.0378,0.2657167913160313,0.19407789822267946,03-31-18-54,XAI_IG,random,6
1.0378,1.0525,0.19407789822267946,0.18052736175766168,03-31-18-54,XAI_IG,random,7
1.3805,1.0593,0.16849931939377596,0.11215549814594465,03-31-18-54,XAI_IG,random,8
1.542,2.323,0.31936990909200685,0.3758744077319676,03-31-18-54,XAI_IG,random,9
0.7153,1.0207,0.13291184371720494,0.1699870163358202,03-31-18-54,XAI_IG,random,10
0.9311,1.0126,0.07678179607021554,0.10534921553871424,03-31-18-54,XAI_IG,random,11
0.7908,0.7283,0.12638470923646153,0.06604896117576872,03-31-18-54,XAI_IG,random,12
1.4092,2.1715,0.28253112982442635,0.3071629004337118,03-31-18-54,XAI_IG,random,13
0.3222,0.2753,0.02851238591775562,0.016250209655971928,03-31-18-54,XAI_IG,random,14
2.0511,2.5169,0.2737416481024272,1.0,03-31-18-54,XAI_IG,random,15
1.1139,1.013,0.17934818664263688,0.1468709605723271,03-31-19-13,XAI_IG,attention_same,0
1.3254,1.8979,0.2610103068471804,0.42488192841401234,03-31-19-13,XAI_IG,attention_same,1
1.3093,2.032,0.2377203807534588,0.41924426408235954,03-31-19-13,XAI_IG,attention_same,2
2.032,2.5366,0.41924426408235954,0.8549161577353642,03-31-19-13,XAI_IG,attention_same,3
1.1432,1.0791,0.19705481629526225,0.14872652114280935,03-31-19-19,XAI_IG,attention_opposite,0
1.3024,1.6553,0.2489607287415164,0.4006020049028443,03-31-19-19,XAI_IG,attention_opposite,1
1.3313,1.9683,0.22544746589137987,0.378366156849255,03-31-19-19,XAI_IG,attention_opposite,2
1.2088,0.9478,0.23655567958475848,0.17823300562899058,03-31-19-19,XAI_IG,attention_opposite,3
1.2006,1.0456,0.22151000619383412,0.19447490467756712,03-31-19-19,XAI_IG,attention_opposite,4
0.9547,0.9067,0.1419185157876901,0.1121743945073244,03-31-19-19,XAI_IG,attention_opposite,5
0.9204,1.165,0.1983838497215821,0.2941897821272791,03-31-19-19,XAI_IG,attention_opposite,6
1.3147,1.0304,0.2610745740335471,0.1835173696617375,03-31-19-19,XAI_IG,attention_opposite,7
1.2286,1.5507,0.25169499199458917,0.3224985291414707,03-31-19-19,XAI_IG,attention_opposite,8
0.6715,0.7492,0.06183403952132519,0.0747989774304767,03-31-19-19,XAI_IG,attention_opposite,9
0.9797,0.9532,0.17568283705964274,0.16040550590193006,03-31-19-19,XAI_IG,attention_opposite,10
0.9532,0.9454,0.16040550590193006,0.1569820475003952,03-31-19-19,XAI_IG,attention_opposite,11
0.9454,nan,0.1569820475003952,nan,03-31-19-19,XAI_IG,attention_opposite,12
1.0059,0.713,0.11117196816369275,0.12750272178752375,03-31-19-37,XAI_IG,attention_opposite,0
1.6671,nan,0.24716415327376925,nan,03-31-19-37,XAI_IG,attention_opposite,1
1.2784,0.8927,0.20952398134551986,0.10739139344780113,03-31-19-40,XAI_IG,random,0
1.1188,1.1753,0.13263643307826978,0.15948630741579575,03-31-19-40,XAI_IG,random,1
0.7599,0.9043,0.1580195372233134,0.09195552568626103,03-31-19-40,XAI_IG,random,2
1.1053,2.5137,0.09773350169971483,0.17358190444530955,03-31-19-40,XAI_IG,random,3
1.1264,0.8674,0.1648102185861926,0.09788219927477983,03-31-19-46,XAI_IG,attention_same,0
0.8674,0.5696,0.09788219927477983,0.04723800088504355,03-31-19-46,XAI_IG,attention_same,1
1.1254,1.1707,0.12898758034015773,0.21980301546916892,03-31-19-46,XAI_IG,attention_same,2
0.9525,0.4778,0.09559999284915063,0.02900358076882265,03-31-19-46,XAI_IG,attention_same,3
1.18,1.0454,0.1508330653479443,0.09393513426872313,03-31-19-46,XAI_IG,attention_same,4
0.9861,1.023,0.07150255228558453,0.1102988671742476,03-31-19-46,XAI_IG,attention_same,5
0.9914,1.0164,0.09951060535617504,0.09564439654120008,03-31-19-46,XAI_IG,attention_same,6
1.3215,1.0841,0.18126445376678435,0.15850639403299271,03-31-19-46,XAI_IG,attention_same,7
0.9838,1.1263,0.0958712318132857,0.184617192535515,03-31-19-46,XAI_IG,attention_same,8
1.1263,0.8406,0.184617192535515,0.15086096689491055,03-31-19-46,XAI_IG,attention_same,9
0.0829,0.2525,0.004872835022556318,0.0014298471793438366,03-31-19-46,XAI_IG,attention_same,10
0.7475,0.7752,0.07068184122427575,0.08955384567508981,03-31-19-46,XAI_IG,attention_same,11
1.0268,nan,0.21390833516243876,nan,03-31-19-46,XAI_IG,attention_same,12
0.629,0.5093,0.03267610741651703,0.037013752127747705,03-31-20-02,XAI_IG,attention_opposite,0
1.6299,1.1442,0.2770404269386527,0.16785592367094584,03-31-20-02,XAI_IG,attention_opposite,1
1.2902,0.9636,0.15270886739081774,0.0991564924229209,03-31-20-02,XAI_IG,attention_opposite,2
0.7533,0.5966,0.06439115085589416,0.08198210665039397,03-31-20-02,XAI_IG,attention_opposite,3
1.1164,1.031,0.05886701101517149,0.09904809667274661,03-31-20-02,XAI_IG,attention_opposite,4
1.1231,2.469,0.10379534551658434,0.16959732428517996,03-31-20-02,XAI_IG,attention_opposite,5
1.4831,1.1584,0.18421878559759955,0.14734394066017625,03-31-20-02,XAI_IG,attention_opposite,6
0.9388,0.7986,0.09050148303653409,0.04831543819635359,03-31-20-02,XAI_IG,attention_opposite,7
1.0164,0.6446,0.21492555985079204,0.10192989755743323,03-31-20-02,XAI_IG,attention_opposite,8
0.8542,0.5925,0.08113486845520756,0.0525770608890502,03-31-20-02,XAI_IG,attention_opposite,9
1.1083,1.0094,0.26262449792273196,0.10906651475599885,03-31-20-02,XAI_IG,attention_opposite,10
1.0094,0.962,0.10906651475599885,0.13518503052276984,03-31-20-02,XAI_IG,attention_opposite,11
1.4944,2.5181,0.12779056240333572,0.21809927024122064,03-31-20-02,XAI_IG,attention_opposite,12
1.6721,1.2185,0.23587093455002056,0.12397138227391996,03-31-20-17,XAI_IG,random,0
0.4103,0.5367,0.028913261597538802,0.025756336815516225,03-31-20-17,XAI_IG,random,1
1.3945,1.92,0.24917710520076883,0.39258120808231206,03-31-20-17,XAI_IG,random,2
1.0902,0.9174,0.06630263300328347,0.060690727053165874,03-31-20-17,XAI_IG,random,3
1.1646,1.5952,0.14996294455796236,0.2854770663359649,03-31-20-17,XAI_IG,random,4
0.8487,0.9595,0.05565937734295431,0.09245520662064304,03-31-20-17,XAI_IG,random,5
0.4613,0.5155,0.05133354882274913,0.056577554078180145,03-31-20-17,XAI_IG,random,6
1.1189,1.0747,0.15568717540174004,0.17571072107796176,03-31-20-17,XAI_IG,random,7
1.5011,1.1303,0.19219476791402754,0.1216405246209052,03-31-20-17,XAI_IG,random,8
0.6267,0.7134,0.05693705510677639,0.11471290477577006,03-31-20-17,XAI_IG,random,9
0.1904,0.5731,0.021599776529901697,0.05623618938023414,03-31-20-17,XAI_IG,random,10
1.3401,0.9494,0.17867994522393096,0.0810293229363576,03-31-20-17,XAI_IG,random,11
1.1195,1.1688,0.18121127361256428,0.199540538995834,03-31-20-17,XAI_IG,random,12
1.1688,1.1559,0.199540538995834,0.27512701232311365,03-31-20-17,XAI_IG,random,13
1.5488,1.3515,0.26117679246213393,0.24702202781976693,03-31-20-17,XAI_IG,random,14
0.4962,0.4613,0.05892251262938795,0.0506972597328813,03-31-20-17,XAI_IG,random,15
0.8284,0.4593,0.06148522555192964,0.032274038586838034,03-31-20-17,XAI_IG,random,16
0.9293,0.9071,0.1335431843819536,0.14161561588503493,03-31-20-17,XAI_IG,random,17
0.3712,0.5308,0.03141922296173121,0.04028167970497848,03-31-20-17,XAI_IG,random,18
1.0904,0.7194,0.11814730036258846,0.05592643477933879,03-31-20-17,XAI_IG,random,19
0.589,0.7363,0.06945362265639349,0.12191217687884075,03-31-20-17,XAI_IG,random,20
1.6574,1.5987,0.2906052107817696,0.39091160575895356,03-31-20-17,XAI_IG,random,21
0.271,0.5876,0.029811003571463098,0.0688076757457352,03-31-20-17,XAI_IG,random,22
1.5641,1.8896,0.2910197183637592,0.3853946094356072,03-31-20-17,XAI_IG,random,23
0.2335,0.3046,0.005191113777855809,0.014286100327181995,03-31-20-17,XAI_IG,random,24
1.217,1.0478,0.1705474233569661,0.12936370107091155,03-31-20-17,XAI_IG,random,25
1.6152,1.244,0.23892285801293003,0.12040032777418011,03-31-20-48,XAI_IG,attention_same,0
1.1568,1.2323,0.21255227136331767,0.29596866097247804,03-31-20-48,XAI_IG,attention_same,1
0.3987,0.4589,0.034490376817204564,0.020930037762423997,03-31-20-48,XAI_IG,attention_same,2
1.2926,1.8858,0.19594269527640054,0.3245832672271498,03-31-20-48,XAI_IG,attention_same,3
1.0107,0.9744,0.16751192200636572,0.16597250362030658,03-31-20-48,XAI_IG,attention_same,4
1.8184,1.4728,0.23822974555234938,0.16938613054607757,03-31-20-48,XAI_IG,attention_same,5
1.8958,2.4231,0.3801886103100952,0.3834066221724027,03-31-20-48,XAI_IG,attention_same,6
0.811,0.4611,0.1082945671582911,0.02747306622247502,03-31-20-48,XAI_IG,attention_same,7
1.3886,1.3,0.22565349638084276,0.3207029631895663,03-31-20-48,XAI_IG,attention_same,8
0.8476,0.546,0.08277937053037814,0.04674228048067425,03-31-20-48,XAI_IG,attention_same,9
1.2798,nan,0.285379936493773,nan,03-31-20-48,XAI_IG,attention_same,10
1.6791,1.2546,0.24659685921062238,0.1385140954981364,03-31-21-01,XAI_IG,attention_opposite,0
0.843,0.9947,0.1561720259897779,0.1389882483217343,03-31-21-01,XAI_IG,attention_opposite,1
1.0477,0.8356,0.08255796443401646,0.04585392067236947,03-31-21-01,XAI_IG,attention_opposite,2
1.3361,1.8484,0.2202342287689618,0.33976730463026455,03-31-21-01,XAI_IG,attention_opposite,3
1.1059,1.3886,0.14549557972379945,0.1614349641933916,03-31-21-01,XAI_IG,attention_opposite,4
2.2257,2.6186,0.4201345088004623,0.9177319014387053,03-31-21-08,XAI_IG,random,0
2.1119,2.5223,0.4547437801338149,0.9133263448182398,03-31-21-10,XAI_IG,attention_same,0
2.1394,2.5976,0.4121871201401769,0.89535445776951,03-31-21-12,XAI_IG,attention_opposite,0
1.1272,1.9293,0.1496372218030099,0.29051545645126425,03-31-21-15,XAI_IG,random,0
1.1143,0.6426,0.1861602576416788,0.09104168377929117,03-31-21-15,XAI_IG,random,1
1.4573,1.423,0.18074873434743088,0.2796258493120184,03-31-21-15,XAI_IG,random,2
1.0708,1.6556,0.18212885187785702,0.3258627557024159,03-31-21-15,XAI_IG,random,3
1.4125,2.106,0.2745167400724493,0.37369917403196723,03-31-21-15,XAI_IG,random,4
0.8464,0.922,0.15759193508837435,0.16872557229291307,03-31-21-15,XAI_IG,random,5
1.895,2.339,0.3959618992664719,0.4821248146108408,03-31-21-15,XAI_IG,random,6
0.6337,0.6392,0.10937902362452546,0.07290429334844176,03-31-21-15,XAI_IG,random,7
0.6392,0.6546,0.07290429334844176,0.06191108243217552,03-31-21-15,XAI_IG,random,8
1.0254,1.4888,0.1879165956294747,0.24658005071622607,03-31-21-15,XAI_IG,random,9
1.0731,1.9307,0.14075576919528,0.2816300957568953,03-31-21-27,XAI_IG,attention_same,0
0.6014,0.6399,0.05459396845269178,0.06972635673146828,03-31-21-27,XAI_IG,attention_same,1
1.0642,1.8319,0.18445229746388106,0.3819890090904211,03-31-21-27,XAI_IG,attention_same,2
0.2719,0.2471,0.015926860822440016,0.011859059092001226,03-31-21-27,XAI_IG,attention_same,3
1.8339,1.2414,0.292187213171789,0.20418390197081138,03-31-21-27,XAI_IG,attention_same,4
0.7357,0.8405,0.06658632568045997,0.07860604178747965,03-31-21-27,XAI_IG,attention_same,5
0.8405,0.5018,0.07860604178747965,0.036651205888690266,03-31-21-27,XAI_IG,attention_same,6
1.4277,2.0136,0.29029891577510003,0.41207971145561667,03-31-21-27,XAI_IG,attention_same,7
0.6203,0.9233,0.1003749704446421,0.16769960346698226,03-31-21-27,XAI_IG,attention_same,8
1.1835,0.4159,0.1820140625662818,0.028136607174160888,03-31-21-27,XAI_IG,attention_same,9
1.6839,nan,0.29965050603142745,nan,03-31-21-27,XAI_IG,attention_same,10
1.2283,1.6007,0.22476877740968504,0.3147669847158122,03-31-21-40,XAI_IG,attention_opposite,0
0.387,0.3797,0.0141553703207134,0.01891606836359351,03-31-21-40,XAI_IG,attention_opposite,1
1.642,nan,0.3207459384319211,nan,03-31-21-40,XAI_IG,attention_opposite,2
0.7905,1.0498,0.14295221278798517,0.21079816479479366,03-31-21-45,XAI_IG,random,0
0.7771,0.7097,0.08793450983975612,0.05071620745604312,03-31-21-45,XAI_IG,random,1
0.2563,0.2885,0.01216534101415743,0.018698808914221036,03-31-21-45,XAI_IG,random,2
1.9496,2.5861,0.36920439463638155,1.0,03-31-21-45,XAI_IG,random,3
0.8997,1.0054,0.15994443546197104,0.18934761157228386,03-31-21-50,XAI_IG,attention_same,0
1.8898,2.584,0.3381735034941801,1.0,03-31-21-50,XAI_IG,attention_same,1
0.8072,1.0822,0.14477715461590313,0.19419274712211515,03-31-21-54,XAI_IG,attention_opposite,0
0.7629,0.6951,0.05468230662455229,0.05389151312988027,03-31-21-54,XAI_IG,attention_opposite,1
1.084,0.8355,0.17410095560458824,0.055433182131228734,03-31-21-54,XAI_IG,attention_opposite,2
0.2525,0.3064,0.011804957222846758,0.0183530524446381,03-31-21-54,XAI_IG,attention_opposite,3
1.6685,2.6868,0.32402818564200003,1.0,03-31-21-54,XAI_IG,attention_opposite,4
0.9565,1.3155,0.13886451512072318,0.2232246001750694,03-31-22-01,XAI_IG,random,0
1.0811,0.7163,0.1710977006878224,0.07152928628766166,03-31-22-01,XAI_IG,random,1
0.2868,0.2813,0.011539136393322965,0.0165937985439228,03-31-22-01,XAI_IG,random,2
0.313,0.4043,0.022664387539512016,0.02174492431486698,03-31-22-01,XAI_IG,random,3
0.5039,0.3615,0.0327589785817201,0.0145518218083621,03-31-22-01,XAI_IG,random,4
0.7596,nan,0.07029724832413801,nan,03-31-22-01,XAI_IG,random,5
1.2879,2.1048,0.24781836739489724,0.4101416534249798,03-31-22-09,XAI_IG,attention_same,0
0.8613,0.4466,0.10684968113091288,0.03730944548603816,03-31-22-09,XAI_IG,attention_same,1
0.4498,0.6209,0.03602132427125779,0.04853157383362481,03-31-22-09,XAI_IG,attention_same,2
0.8292,0.3929,0.1185015665264934,0.013445830188006557,03-31-22-09,XAI_IG,attention_same,3
1.2778,1.552,0.3282159513750433,0.35566573763467685,03-31-22-09,XAI_IG,attention_same,4
0.6865,0.5569,0.05870451969502911,0.04699121518575298,03-31-22-09,XAI_IG,attention_same,5
1.4904,2.6679,0.3311862596425435,0.08927403050201965,03-31-22-09,XAI_IG,attention_same,6
0.8135,0.8374,0.07385044470474468,0.07363550260565581,03-31-22-18,XAI_IG,attention_opposite,0
0.8555,0.4573,0.07748264944528792,0.04022778468077672,03-31-22-18,XAI_IG,attention_opposite,1
0.2698,0.1346,0.014930790542181644,0.0096124252762369,03-31-22-18,XAI_IG,attention_opposite,2
1.0062,0.655,0.1612462615271721,0.05667221923000519,03-31-22-18,XAI_IG,attention_opposite,3
1.3888,1.9819,0.24296872926100724,0.3597857589614402,03-31-22-18,XAI_IG,attention_opposite,4
0.2389,0.3041,0.014391546075331165,0.026037121955427636,03-31-22-18,XAI_IG,attention_opposite,5
2.0525,2.5685,0.35594659145575874,1.0,03-31-22-18,XAI_IG,attention_opposite,6
2.2797,2.5354,0.43936894037172686,0.8955798101031723,03-31-22-27,XAI_IG,random,0
2.2035,2.5156,0.43325756197388193,0.751037105397848,03-31-22-30,XAI_IG,attention_opposite,0
2.2139,2.5219,0.4179358922868381,0.9995184918915989,03-31-22-32,XAI_IG,random,0
1.1278,1.0116,0.12089506204028604,0.07396486214887615,03-31-22-34,XAI_IG,attention_same,0
0.9963,nan,0.1498572771318537,nan,03-31-22-34,XAI_IG,attention_same,1
1.1191,0.8865,0.1304607877084581,0.0603766108119423,03-31-22-38,XAI_IG,attention_opposite,0
1.0125,nan,0.09901814477875374,nan,03-31-22-38,XAI_IG,attention_opposite,1
0.4186,0.3634,0.04486640461624706,0.02926918747359858,03-31-22-42,XAI_IG,random,0
